property_name,property_id,link
"4 BHK Flat in Sector 85, Gurgaon",F89734274,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ss-the-leaf-sector-85-gurgaon-2812-sq-ft-spid-F89734274
"4 BHK Flat in Sector 90, Gurgaon",K89326533,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-2225-sq-ft-spid-K89326533
"2 BHK Flat in Sector 48, Gurgaon",X89150357,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-1667-sq-ft-spid-X89150357
"1 BHK Flat in Sector 48, Gurgaon",S87744718,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-central-park-the-room-sector-48-gurgaon-1361-sq-ft-spid-S87744718
"3 BHK Flat in Sector 109, Gurgaon",C71936246,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-chintels-serenity-sector-109-gurgaon-2100-sq-ft-r2-spid-C71936246
"2 BHK Flat in Sector 68, Gurgaon",I73579249,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1260-sq-ft-r2-spid-I73579249
"3 BHK Flat in Sector 89 A, Gurgaon",M85639374,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-marigold-sector-89-a-gurgaon-2650-sq-ft-r2-spid-M85639374
"1 BHK Flat in Sector 56, Gurgaon",P85234204,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-smriti-apartment-sector-56-gurgaon-600-sq-ft-spid-P85234204
"2 BHK Flat in Sector 48, Gurgaon",W90438586,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-central-park-resorts-sector-48-gurgaon-1418-sq-ft-spid-W90438586
"3 BHK Flat in Sector 90, Gurgaon",S89694246,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1737-sq-ft-spid-S89694246
"3 BHK Flat in Sector 81, Gurgaon",U89222563,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2132-sq-ft-spid-U89222563
"4 BHK Flat in Sector 53, Gurgaon",Y88835330,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-exotica-sector-53-gurgaon-3390-sq-ft-spid-Y88835330
"2 BHK Flat in Sector 68, Gurgaon",G89408377,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1245-sq-ft-spid-G89408377
"4 BHK Flat in Nirvana Country, Gurgaon",G90330912,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-3007-sq-ft-spid-G90330912
"4 BHK Flat in Sector 110, Gurgaon",D89578318,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-enigma-sector-110-gurgaon-3350-sq-ft-spid-D89578318
"3 BHK Flat in Sector 61, Gurgaon",R89504716,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1712-sq-ft-r1-spid-R89504716
"2 BHK Flat in Sector 37D, Gurgaon",C90217654,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-edge-towers-sector-37d-gurgaon-1380-sq-ft-spid-C90217654
"3 BHK Flat in Sector 70A, Gurgaon",F90224424,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-escala-sector-70a-gurgaon-2100-sq-ft-spid-F90224424
"3 BHK Flat in Sector 102, Gurgaon",L90052034,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adani-m2k-oyster-grande-sector-102-gurgaon-1898-sq-ft-spid-L90052034
"3 BHK Flat in Sector 113, Gurgaon",C81289409,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-1665-sq-ft-r4-spid-C81289409
"4 BHK Flat in Sector 108, Gurgaon",N89563118,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-experion-the-heartsong-sector-108-gurgaon-2631-sq-ft-spid-N89563118
"2 BHK Flat in Sector 60, Gurgaon",T84854278,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-1374-sq-ft-r2-spid-T84854278
"3 BHK Flat in Sector 108, Gurgaon",U84851082,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2003-sq-ft-spid-U84851082
"3 BHK Flat in Sector 89, Gurgaon",C89353669,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-gems-sector-89-gurgaon-1503-sq-ft-spid-C89353669
"4 BHK Flat in Sector 95, Gurgaon",R87202994,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-awho-shanti-vihar-sector-95-gurgaon-2150-sq-ft-spid-R87202994
"3 BHK Flat in Sector 54, Gurgaon",F89967700,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-park-place-sector-54-gurgaon-1875-sq-ft-spid-F89967700
"3 BHK Flat in Sector 37D, Gurgaon",V90102488,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-edge-towers-sector-37d-gurgaon-1770-sq-ft-spid-V90102488
"3 BHK Flat in Sector 49, Gurgaon",K88046262,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-2061-sq-ft-spid-K88046262
"3 BHK Flat in Sector 99, Gurgaon",O88031604,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-assotech-blith-sector-99-gurgaon-1685-sq-ft-spid-O88031604
"3 BHK Flat in Sector 81, Gurgaon",K89376531,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-2660-sq-ft-spid-K89376531
"4 BHK Flat in Sector 92, Gurgaon",D89961834,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-altura-at-dxp-92-sector-92-gurgaon-2280-sq-ft-spid-D89961834
"4 BHK Flat in Sector 92, Gurgaon",H89691936,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-homes-sector-92-gurgaon-2090-sq-ft-spid-H89691936
"3 BHK Flat in Sector 85, Gurgaon",X89711386,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orris-aster-court-sector-85-gurgaon-1587-sq-ft-spid-X89711386
"3 BHK Flat in Sector 59, Gurgaon",J80402171,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-elevate-sector-59-gurgaon-2595-sq-ft-r2-spid-J80402171
"3 BHK Flat in Sector 61, Gurgaon",U89784464,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1680-sq-ft-spid-U89784464
"3 BHK Flat in Sector 104, Gurgaon",G89532548,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-G89532548
"3 BHK Flat in Sector 93, Gurgaon",P85574398,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-gardencity-enclave-sector-93-gurgaon-862-sq-ft-spid-P85574398
"3 BHK Flat in Sector 106, Gurgaon",K84227858,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-dews-sector-106-gurgaon-1760-sq-ft-r1-spid-K84227858
"3 BHK Flat in Sector 102, Gurgaon",D82807368,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-max-sector-102-gurgaon-2149-sq-ft-r1-spid-D82807368
"3 BHK Flat in Sector 104, Gurgaon",C89758940,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1389-sq-ft-spid-C89758940
"3 BHK Flat in Sector 104, Gurgaon",P89921086,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-P89921086
"3 BHK Flat in Dwarka Expressway, Gurgaon",G90029418,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lotus-elise-dwarka-expressway-gurgaon-2075-sq-ft-spid-G90029418
"5 BHK Flat in Sector 54, Gurgaon",D86761530,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-salcon-the-verandas-sector-54-gurgaon-5500-sq-ft-spid-D86761530
"3 BHK Flat in Sector 88A, Gurgaon",Y90009756,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-county-the-center-court-sector-88a-gurgaon-1565-sq-ft-spid-Y90009756
"3 BHK Flat in Sector 59, Gurgaon",P85845178,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahindra-luminare-sector-59-gurgaon-2985-sq-ft-r1-spid-P85845178
"3 BHK Flat in Sohna, Gurgaon",T89473012,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashiana-mulberry-sohna-gurgaon-1730-sq-ft-spid-T89473012
"2 BHK Flat in Sector 65, Gurgaon",C88669440,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-1516-sq-ft-spid-C88669440
"3 BHK Flat in Sector 62, Gurgaon",O89853814,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-conscient-heritage-one-sector-62-gurgaon-1996-sq-ft-spid-O89853814
"4 BHK Flat in Sector 90, Gurgaon",S90221266,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-2364-sq-ft-spid-S90221266
"3 BHK Flat in Sector 90, Gurgaon",L90182800,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-1930-sq-ft-spid-L90182800
"3 BHK Flat in Sector 92, Gurgaon",L89188331,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-92-sector-92-gurgaon-1091-sq-ft-spid-L89188331
"3 BHK Flat in Sector 81, Gurgaon",P88954944,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-81-sector-81-gurgaon-1200-sq-ft-spid-P88954944
"3 BHK Flat in Sector 70, Gurgaon",Q90306126,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gpl-eden-heights-sector-70-gurgaon-2150-sq-ft-spid-Q90306126
"3 BHK Flat in Sector 90, Gurgaon",P89722258,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-1737-sq-ft-spid-P89722258
"4 BHK Flat in Sector 84, Gurgaon",V88859758,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-alpha-corp-gurgaonone-84-sector-84-gurgaon-3434-sq-ft-spid-V88859758
"4 BHK Flat in Sector 92, Gurgaon",I88978338,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-crescent-parc-sector-92-gurgaon-2090-sq-ft-spid-I88978338
"3 BHK Flat in Sector 77, Gurgaon",A89351701,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-adore-the-select-premia-sector-77-gurgaon-2105-sq-ft-spid-A89351701
"3 BHK Flat in Sector 111, Gurgaon",A90222272,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tashee-capital-gateway-sector-111-gurgaon-1990-sq-ft-spid-A90222272
"3 BHK Flat in Sector 106, Gurgaon",D88222400,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-D88222400
"3 BHK Flat in Sector 92, Gurgaon",E87483950,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-sanskruti-sector-92-gurgaon-1920-sq-ft-spid-E87483950
"3 BHK Flat in Sector 65, Gurgaon",K89625932,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-skycity-sector-65-gurgaon-2054-sq-ft-spid-K89625932
"3 BHK Flat in Sector 36 Sohna, Gurgaon",W89359877,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-4-sector-36-sohna-gurgaon-1120-sq-ft-spid-W89359877
"3 BHK Flat in Nirvana Country, Gurgaon",B89417824,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-1983-sq-ft-spid-B89417824
"3 BHK Flat in Sector 102, Gurgaon",W90200380,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-gurgaon-greens-sector-102-gurgaon-1650-sq-ft-spid-W90200380
"4 BHK Flat in Sector 66, Gurgaon",K89472006,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-2052-sq-ft-spid-K89472006
"5 BHK Flat in Sector 62, Gurgaon",H90569654,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-pioneer-urban-presidia-sector-62-gurgaon-4530-sq-ft-spid-H90569654
"2 BHK Flat in Sector 63A, Gurgaon",H89876732,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-birla-navya-sector-63a-gurgaon-1200-sq-ft-spid-H89876732
"3 BHK Flat in Sector 72, Gurgaon",D87778668,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-primanti-sector-72-gurgaon-2550-sq-ft-spid-D87778668
"4 BHK Flat in Sector 66, Gurgaon",P81421417,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3600-sq-ft-r5-spid-P81421417
"3 BHK Flat in Sector 66, Gurgaon",P81420015,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3300-sq-ft-r5-spid-P81420015
"4 BHK Flat in Sector 60, Gurgaon",X86541504,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2800-sq-ft-r1-spid-X86541504
"3 BHK Flat in Sector-33 Sohna, Gurgaon",P88361434,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-nature-plus-sector-33-sohna-gurgaon-1929-sq-ft-spid-P88361434
"4 BHK Flat in Sector 54, Gurgaon",U90465198,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-belaire-sector-54-gurgaon-3000-sq-ft-spid-U90465198
"5 BHK Flat in Sector 53, Gurgaon",I90466460,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-exotica-sector-53-gurgaon-4665-sq-ft-spid-I90466460
"3 BHK Flat in Sector 53, Gurgaon",E90618178,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vipul-belmonte-sector-53-gurgaon-2450-sq-ft-spid-E90618178
"4 BHK Flat in Sector 42, Gurgaon",Z90618416,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-aralias-sector-42-gurgaon-5600-sq-ft-spid-Z90618416
"4 BHK Flat in Sector 54, Gurgaon",N90475294,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-park-place-sector-54-gurgaon-2721-sq-ft-spid-N90475294
"5 BHK Flat in Sector 54, Gurgaon",J90563242,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-suncity-heights-sector-54-gurgaon-5033-sq-ft-spid-J90563242
"2 BHK Flat in Sector 89 A, Gurgaon",G90379350,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vatika-seven-elements-sector-89-a-gurgaon-1645-sq-ft-spid-G90379350
"3 BHK Flat in Sector 90, Gurgaon",R42168037,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-1930-sq-ft-r3-spid-R42168037
"4 BHK Flat in Sector 86, Gurgaon",V86719082,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-2-sector-86-gurgaon-2364-sq-ft-r1-spid-V86719082
"3 BHK Flat in DLF Phase 4, Gurgaon",P88802964,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-hamilton-court-dlf-phase-4-gurgaon-2659-sq-ft-spid-P88802964
"3 BHK Flat in Sohna, Gurgaon",S88613798,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-1120-sq-ft-spid-S88613798
"4 BHK Flat in Sector 85, Gurgaon",S88577200,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-air-sector-85-gurgaon-2599-sq-ft-spid-S88577200
"2 BHK Flat in Sector 67A, Gurgaon",E90198958,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1484-sq-ft-spid-E90198958
"3 BHK Flat in Sector 90, Gurgaon",F77114239,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-new-town-heights-1-sector-90-gurgaon-1930-sq-ft-r1-spid-F77114239
"4 BHK Flat in Sector 30, Gurgaon",A89314743,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-unitech-the-world-spa-west-sector-30-gurgaon-4283-sq-ft-spid-A89314743
"4 BHK Flat in Sector 49, Gurgaon",D88691658,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-vatika-city-sector-49-gurgaon-2999-sq-ft-spid-D88691658
"4 BHK Flat in Sector 53, Gurgaon",M89432848,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-monsella-sector-53-gurgaon-3684-sq-ft-spid-M89432848
"4 BHK Flat in DLF Phase 5, Gurgaon",X86980266,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-icon-dlf-phase-5-gurgaon-2810-sq-ft-spid-X86980266
"2 BHK Flat in Sector 92, Gurgaon",A89188483,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-92-sector-92-gurgaon-1010-sq-ft-spid-A89188483
"2 BHK Flat in Sector 77, Gurgaon",Z89632006,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-umang-winter-hills-sector-77-gurgaon-1342-sq-ft-spid-Z89632006
"3 BHK Flat in Palam Vihar, Gurgaon",N88485550,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-block-c-palam-vihar-gurgaon-1550-sq-ft-spid-N88485550
"3 BHK Flat in Sector 86, Gurgaon",J89836264,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-skycourt-sector-86-gurgaon-1929-sq-ft-spid-J89836264
"3 BHK Flat in Nirvana Country, Gurgaon",Z88790496,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-fresco-nirvana-country-gurgaon-1877-sq-ft-spid-Z88790496
"4 BHK Flat in Sector 81, Gurgaon",V89632326,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-grand-spa-sector-81-gurgaon-3470-sq-ft-spid-V89632326
"4 BHK Flat in Sector 54, Gurgaon",P90518826,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-la-lagune-sector-54-gurgaon-3160-sq-ft-spid-P90518826
"3 BHK Flat in Sector 67A, Gurgaon",B87947876,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-67a-gurgaon-2696-sq-ft-spid-B87947876
"4 BHK Flat in Sector 92, Gurgaon",F89416782,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sare-crescent-parc-sector-92-gurgaon-2190-sq-ft-spid-F89416782
"3 BHK Flat in Sector 61, Gurgaon",X89760408,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-smart-world-orchard-sector-61-gurgaon-1630-sq-ft-spid-X89760408
"3 BHK Flat in Sector 106, Gurgaon",Y90092046,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-Y90092046
"3 BHK Flat in Nirvana Country, Gurgaon",K88385798,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-1950-sq-ft-spid-K88385798
"2 BHK Flat in Sector 37D, Gurgaon",I87298310,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-edge-towers-sector-37d-gurgaon-1380-sq-ft-r1-spid-I87298310
"3 BHK Flat in Nirvana Country, Gurgaon",J86738152,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-escape-nirvana-country-gurgaon-1983-sq-ft-r1-spid-J86738152
"3 BHK Flat in Sector 111, Gurgaon",C85336534,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tashee-capital-gateway-sector-111-gurgaon-2049-sq-ft-r1-spid-C85336534
"3 BHK Flat in Sector 68, Gurgaon",B90751322,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1650-sq-ft-spid-B90751322
"2 BHK Flat in Sector 68, Gurgaon",G90749740,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-m3m-the-marina-sector-68-gurgaon-1260-sq-ft-spid-G90749740
"3 BHK Flat in Sector 106, Gurgaon",F90109534,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-2002-sq-ft-spid-F90109534
"4 BHK Flat in Sector 108, Gurgaon",N77402895,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-city-sector-108-gurgaon-2901-sq-ft-r5-spid-N77402895
"4 BHK Flat in Sector 113, Gurgaon",Y89129197,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-m3m-capital-sector-113-gurgaon-2060-sq-ft-spid-Y89129197
"2 BHK Flat in Sohna, Gurgaon",Z88613648,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-park-sohna-gurgaon-822-sq-ft-spid-Z88613648
"3 BHK Flat in Sector 63A, Gurgaon",Z88573804,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-city-63a-sector-63a-gurgaon-1470-sq-ft-spid-Z88573804
"3 BHK Flat in Sector 49, Gurgaon",C90042858,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-1859-sq-ft-spid-C90042858
"3 BHK Flat in Nirvana Country, Gurgaon",Y90647888,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-unitech-harmony-nirvana-country-gurgaon-2630-sq-ft-spid-Y90647888
"2 BHK Flat in Sector 66, Gurgaon",V90235302,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-1200-sq-ft-spid-V90235302
"4 BHK Flat in Sector 49, Gurgaon",P90466052,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-city-2-sector-49-gurgaon-4543-sq-ft-spid-P90466052
"2 BHK Flat in Sector 62, Gurgaon",B83899764,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-emaar-digihomes-sector-62-gurgaon-1508-sq-ft-r1-spid-B83899764
"3 BHK Flat in Sector 69, Gurgaon",Z90586282,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-1578-sq-ft-spid-Z90586282
"3 BHK Flat in Sector 70, Gurgaon",Y90584352,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-orange-sector-70-gurgaon-1437-sq-ft-spid-Y90584352
"3 BHK Flat in Sector 69, Gurgaon",F90596790,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tulip-violet-sector-69-gurgaon-1578-sq-ft-spid-F90596790
"4 BHK Flat in Sector 69, Gurgaon",Y89895750,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-tulip-purple-sector-69-gurgaon-2400-sq-ft-spid-Y89895750
"3 BHK Flat in Sector 89, Gurgaon",L88499470,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-zenith-sector-89-gurgaon-2200-sq-ft-spid-L88499470
"4 BHK Flat in Sector 67, Gurgaon",E89239645,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-bestech-park-view-spa-next-sector-67-gurgaon-2350-sq-ft-spid-E89239645
"3 BHK Flat in Sector 70A, Gurgaon",Q90393796,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-capital-residences-360-sector-70a-gurgaon-1976-sq-ft-spid-Q90393796
"4 BHK Flat in Sector 90, Gurgaon",X89423532,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dlf-regal-gardens-sector-90-gurgaon-2225-sq-ft-spid-X89423532
"3 BHK Flat in Sector 67A, Gurgaon",U50009186,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1920-sq-ft-r23-spid-U50009186
"3 BHK Flat in Sector 66, Gurgaon",I88943718,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-uptown-sector-66-gurgaon-1685-sq-ft-r1-spid-I88943718
"3 BHK Flat in Sector 106, Gurgaon",A77296745,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-meridien-sector-106-gurgaon-1855-sq-ft-spid-A77296745
"3 BHK Flat in Sector 104, Gurgaon",N88814384,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hero-homes-sector-104-gurgaon-1359-sq-ft-spid-N88814384
"3 BHK Flat in Sector 89 A, Gurgaon",N90161316,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-marigold-sector-89-a-gurgaon-1750-sq-ft-spid-N90161316
"3 BHK Flat in Sector 65, Gurgaon",E83991888,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-heights-sector-65-gurgaon-2054-sq-ft-r1-spid-E83991888
"2 BHK Flat in Sector 67A, Gurgaon",N83901364,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1320-sq-ft-r1-spid-N83901364
"3 BHK Flat in Sector 68, Gurgaon",O89423948,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pareena-mi-casa-sector-68-gurgaon-1999-sq-ft-spid-O89423948
"3 BHK Flat in Sector 67A, Gurgaon",U90199288,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-the-corridors-sector-67a-gurgaon-1727-sq-ft-spid-U90199288
"3 BHK Flat in Sector 54, Gurgaon",W90440776,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-park-place-sector-54-gurgaon-1985-sq-ft-spid-W90440776
"3 BHK Flat in Sector 112, Gurgaon",R88659112,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tata-gurgaon-gateway-sector-112-gurgaon-2895-sq-ft-spid-R88659112
"4 BHK Flat in Sector 66, Gurgaon",Z89883844,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-emaar-mgf-the-palm-drive-sector-66-gurgaon-3175-sq-ft-spid-Z89883844
